prediction_file,model,horizon,seed,original_N,boundary_excluded_N,canonical_complete_hour_N,original_MAE,canonical_complete_hour_MAE,MAE_change_after_boundary_exclusion,original_RMSE,canonical_complete_hour_RMSE,original_sMAPE,canonical_complete_hour_sMAPE,original_R2,canonical_complete_hour_R2,original_Bias,canonical_complete_hour_Bias,canonical_sample_boundary_match
D:\2026_PD\outputs\locked\phase13_full\predictions\TCN_h1_seed42.parquet,TCN,1,42,12265,0,12265,1.0808280047522825,1.0808280047522825,0.0,2.4107457541105277,2.4107457541105277,0.01437337826878368,0.01437337826878368,0.9773332060298701,0.9773332060298701,0.1578017533773118,0.1578017533773118,True
D:\2026_PD\outputs\locked\phase13_full\predictions\TCN_h3_seed2024.parquet,TCN,3,2024,11878,0,11878,0.9782033187408884,0.9782033187408884,0.0,1.7975557706969278,1.7975557706969278,0.01306348559106979,0.01306348559106979,0.9871668090580495,0.9871668090580495,0.23495757585825153,0.23495757585825153,True
D:\2026_PD\outputs\locked\phase13_full\predictions\TCN_h3_seed2025.parquet,TCN,3,2025,11878,0,11878,0.9752991474483688,0.9752991474483688,0.0,1.814527271239447,1.814527271239447,0.01298313996663661,0.01298313996663661,0.9869233377004475,0.9869233377004475,0.35882522739089884,0.35882522739089884,True
D:\2026_PD\outputs\locked\phase13_full\predictions\TCN_h3_seed2026.parquet,TCN,3,2026,11878,0,11878,1.0721781453333192,1.0721781453333192,0.0,1.8397670000835094,1.8397670000835094,0.01446227251586436,0.01446227251586436,0.9865570198257783,0.9865570198257783,-0.11483556298138538,-0.11483556298138538,True
D:\2026_PD\outputs\locked\phase13_full\predictions\TCN_h3_seed3407.parquet,TCN,3,3407,11878,0,11878,1.0087301718664803,1.0087301718664803,0.0,1.801372838019881,1.801372838019881,0.013314641920529465,0.013314641920529465,0.9871122492340897,0.9871122492340897,0.09888540098694845,0.09888540098694845,True
D:\2026_PD\outputs\locked\phase13_full\predictions\TCN_h3_seed42.parquet,TCN,3,42,11878,0,11878,1.0222466029308324,1.0222466029308324,0.0,1.8519774583210475,1.8519774583210475,0.0135130376311609,0.0135130376311609,0.9863779866551139,0.9863779866551139,0.16172627042612056,0.16172627042612056,True
D:\2026_PD\outputs\locked\phase13_full\predictions\TCN_h6_seed2024.parquet,TCN,6,2024,12166,51,12115,0.9421427672030442,0.939074173634868,-0.0030685935681762366,1.519236551604223,1.5176564489723847,0.012331570524027852,0.012303102004501314,0.9908322400744151,0.9908567122268677,-0.04315492453474013,-0.03804777194978381,False
D:\2026_PD\outputs\locked\phase13_full\predictions\TCN_h6_seed2025.parquet,TCN,6,2025,12166,51,12115,0.9584343797494643,0.954624582527592,-0.0038097972218723575,1.5635670485159194,1.5601361781326253,0.012670911937124676,0.012630692761726806,0.9902894137662442,0.9903377012542375,0.057642724587300805,0.06342483659052327,False
D:\2026_PD\outputs\locked\phase13_full\predictions\TCN_h6_seed2026.parquet,TCN,6,2026,12166,51,12115,0.9204931759273812,0.9174675293220649,-0.0030256466053163455,1.4977414957878707,1.496046134991989,0.01206770607189041,0.012039371590937382,0.9910898266099588,0.9911152457787479,0.0656099427634118,0.07035656534242965,False
D:\2026_PD\outputs\locked\phase13_full\predictions\TCN_h6_seed3407.parquet,TCN,6,3407,12166,51,12115,0.9484445172745245,0.9452280297241966,-0.0032164875503278845,1.5278579922060087,1.5262409958576206,0.01272620314275529,0.012691957661142308,0.9907278934989292,0.9907529825945627,0.08392813784617961,0.08825617848080247,False
D:\2026_PD\outputs\locked\phase13_full\predictions\TCN_h6_seed42.parquet,TCN,6,42,12166,51,12115,0.9193061027169404,0.9166033994743168,-0.002702703242623561,1.5223382176872675,1.5212766634412327,0.01238272339292095,0.012354030845979084,0.9907947681524744,0.9908130394419804,-0.021380265684439795,-0.017967972891221498,False
D:\2026_PD\outputs\locked\phase13_full\predictions\XGBoost_h1_seed2024.parquet,XGBoost,1,2024,12265,0,12265,0.9666126464271467,0.9666126464271467,0.0,2.2575673804204706,2.2575673804204706,0.012645361233181877,0.012645361233181877,0.9801221815970762,0.9801221815970762,-0.17054236218047736,-0.17054236218047736,True
D:\2026_PD\outputs\locked\phase13_full\predictions\XGBoost_h1_seed2025.parquet,XGBoost,1,2025,12265,0,12265,0.9864562109641236,0.9864562109641236,0.0,2.300100721195666,2.300100721195666,0.012914753846292513,0.012914753846292513,0.9793661160165227,0.9793661160165227,-0.18978190385124122,-0.18978190385124122,True
D:\2026_PD\outputs\locked\phase13_full\predictions\XGBoost_h1_seed2026.parquet,XGBoost,1,2026,12265,0,12265,0.9719442484964899,0.9719442484964899,0.0,2.274192934170031,2.274192934170031,0.012682183320478914,0.012682183320478914,0.9798283284628334,0.9798283284628334,-0.1778705752435335,-0.1778705752435335,True
D:\2026_PD\outputs\locked\phase13_full\predictions\XGBoost_h1_seed3407.parquet,XGBoost,1,3407,12265,0,12265,0.9674360639943038,0.9674360639943038,0.0,2.2658686073388195,2.2658686073388195,0.012659618639472492,0.012659618639472492,0.9799757286853423,0.9799757286853423,-0.1704868685212662,-0.1704868685212662,True
D:\2026_PD\outputs\locked\phase13_full\predictions\XGBoost_h1_seed42.parquet,XGBoost,1,42,12265,0,12265,0.9754881618171627,0.9754881618171627,0.0,2.2737300456448932,2.2737300456448932,0.012777337891027257,0.012777337891027257,0.9798365390987017,0.9798365390987017,-0.18145920900826157,-0.18145920900826157,True
D:\2026_PD\outputs\locked\phase13_full\predictions\XGBoost_h3_seed2024.parquet,XGBoost,3,2024,11878,0,11878,0.8725682599192457,0.8725682599192457,0.0,1.6560855864258712,1.6560855864258712,0.011396740607907713,0.011396740607907713,0.98910730198632,0.98910730198632,-0.15992428056518124,-0.15992428056518124,True
D:\2026_PD\outputs\locked\phase13_full\predictions\XGBoost_h3_seed2025.parquet,XGBoost,3,2025,11878,0,11878,0.8654067557675807,0.8654067557675807,0.0,1.651715349857346,1.651715349857346,0.011320269952951226,0.011320269952951226,0.9891647155125661,0.9891647155125661,-0.15476912700642156,-0.15476912700642156,True
D:\2026_PD\outputs\locked\phase13_full\predictions\XGBoost_h3_seed2026.parquet,XGBoost,3,2026,11878,0,11878,0.8774718724430801,0.8774718724430801,0.0,1.66227703484509,1.66227703484509,0.011437351873785983,0.011437351873785983,0.9890257027656848,0.9890257027656848,-0.1597950256599443,-0.1597950256599443,True
D:\2026_PD\outputs\locked\phase13_full\predictions\XGBoost_h3_seed3407.parquet,XGBoost,3,3407,11878,0,11878,0.8638691671730834,0.8638691671730834,0.0,1.6527685195222583,1.6527685195222583,0.011309029424944363,0.011309029424944363,0.9891508934808098,0.9891508934808098,-0.1390761439497974,-0.1390761439497974,True
D:\2026_PD\outputs\locked\phase13_full\predictions\XGBoost_h3_seed42.parquet,XGBoost,3,42,11878,0,11878,0.8652056803063404,0.8652056803063404,0.0,1.6477636168012721,1.6477636168012721,0.011298214039016539,0.011298214039016539,0.9892165003804825,0.9892165003804825,-0.15146824454072952,-0.15146824454072952,True
D:\2026_PD\outputs\locked\phase13_full\predictions\XGBoost_h6_seed2024.parquet,XGBoost,6,2024,12166,51,12115,0.7843854444191171,0.7816591600519638,-0.0027262843671532755,1.3487850646684223,1.3469804425209704,0.01033726745410498,0.010315107347347535,0.992774000497963,0.9927975869253082,-0.15436512221048365,-0.15022085664491736,False
D:\2026_PD\outputs\locked\phase13_full\predictions\XGBoost_h6_seed2025.parquet,XGBoost,6,2025,12166,51,12115,0.7888537169717829,0.7856246532608643,-0.0032290637109185782,1.3528689250057413,1.3506955526362812,0.010387280412584925,0.010357467515634522,0.992730176394652,0.9927578021487194,-0.15543800377834005,-0.1510296974701671,False
D:\2026_PD\outputs\locked\phase13_full\predictions\XGBoost_h6_seed2026.parquet,XGBoost,6,2026,12166,51,12115,0.7870403119221577,0.7843467652576304,-0.0026935466645273687,1.3547759569338143,1.3529559968471991,0.010363502745946322,0.010342443209986896,0.992709666562828,0.9927335416370207,-0.1522250761038062,-0.14805584670195537,False
D:\2026_PD\outputs\locked\phase13_full\predictions\XGBoost_h6_seed3407.parquet,XGBoost,6,3407,12166,51,12115,0.7897973072366183,0.7868414206195852,-0.0029558866170331655,1.348066913123569,1.3459740022115456,0.010364185141575662,0.010338840887717495,0.9927816933191853,0.9928083459393616,-0.1609303881889618,-0.1565585010070423,False
D:\2026_PD\outputs\locked\phase13_full\predictions\XGBoost_h6_seed42.parquet,XGBoost,6,42,12166,51,12115,0.7833349846233648,0.780271567621361,-0.0030634170020038543,1.3482397623353466,1.346251313164459,0.010325866260794235,0.010298199257262445,0.9927798421371754,0.9928053822418718,-0.14298037347600742,-0.13886451847140965,False
