model,fold,horizon,calendar_day,spatial_block,n,MAE,RMSE,sMAPE
XGBoost,1,3,2026-01-25,5,34,2.5608111238167948,3.376295433455713,4.9804004004135
XGBoost,1,6,2026-01-19,1,80,0.449455716874864,0.9036856323853982,0.5060824652585942
XGBoost,1,6,2026-01-19,2,94,0.33669924544386276,0.6012174317443387,0.34481837238479385
XGBoost,1,6,2026-01-19,3,71,0.550921229689334,0.8884725710217144,0.5560188807540849
XGBoost,1,6,2026-01-19,4,107,0.9288937268598798,1.3834025459229584,1.1556599538785233
XGBoost,1,6,2026-01-19,5,74,1.6434299858482746,2.2133277976830024,3.2361578998389824
XGBoost,1,6,2026-01-20,1,90,0.7003111803973162,1.183219248285315,0.7883282352488327
XGBoost,1,6,2026-01-20,2,94,0.438703261932301,0.7867627436189939,0.4507765892922572
XGBoost,1,6,2026-01-20,3,106,0.46772495005865544,0.7612782617549523,0.47169376083203146
XGBoost,1,6,2026-01-20,4,92,0.8803023048069166,1.4510466902642525,1.18793462631032
XGBoost,1,6,2026-01-20,5,68,1.5112772274640651,2.00332508203675,2.571948561140313
XGBoost,1,6,2026-01-21,1,142,0.5317659727284609,0.7402825788200867,0.6013845103476739
XGBoost,1,6,2026-01-21,2,113,0.31708431237644924,0.5421719042480303,0.3292643113405972
XGBoost,1,6,2026-01-21,3,109,0.32984496054096835,0.607717969621079,0.33368521184833805
XGBoost,1,6,2026-01-21,4,107,0.6384283301491109,1.092704326346894,0.7571703931803304
XGBoost,1,6,2026-01-21,5,35,1.2733922564794142,1.5787235415520435,2.240886611617786
XGBoost,1,6,2026-01-22,1,99,0.5361346132426146,0.8232374805945099,0.6016031128281404
XGBoost,1,6,2026-01-22,2,126,0.5256569150894409,0.8550245127197614,0.540441421369818
XGBoost,1,6,2026-01-22,3,87,0.6920773444047833,0.9267371127562212,0.6988566681067002
XGBoost,1,6,2026-01-22,4,101,1.0752370735730798,1.5650718513092585,1.3106799922926575
XGBoost,1,6,2026-01-22,5,80,1.0955563290913903,1.4633236807256804,1.851653035466669
XGBoost,1,6,2026-01-23,1,133,0.2610158131534892,0.37565201850643837,0.2873838056072598
XGBoost,1,6,2026-01-23,2,134,0.38936353085645986,0.6931390291701539,0.40164524278002034
XGBoost,1,6,2026-01-23,3,144,0.5850992026152434,1.3278045500899542,0.5946031006720417
XGBoost,1,6,2026-01-23,4,152,1.1444226002832603,1.8358591408710183,1.316614658826031
XGBoost,1,6,2026-01-23,5,90,1.1841523993849261,1.5420481896700666,2.244486258937025
XGBoost,1,6,2026-01-24,1,161,0.8754956847639063,1.3653866951291778,0.972915602483864
XGBoost,1,6,2026-01-24,2,157,0.7081556683302095,1.2673176363653376,0.7419599888387405
XGBoost,1,6,2026-01-24,3,115,0.9025973540227767,1.448838525245607,0.9312151475341682
XGBoost,1,6,2026-01-24,4,139,1.6506686081798625,2.71470317383032,1.958088265107675
XGBoost,1,6,2026-01-24,5,97,2.2195955105344964,2.7722534822604157,4.3734131659657915
XGBoost,1,6,2026-01-25,1,84,0.174625487554641,0.2326887228593296,0.2004083335651153
XGBoost,1,6,2026-01-25,2,43,1.52836765023165,2.232248293884508,1.5918115710519316
XGBoost,1,6,2026-01-25,3,82,1.6444810510650878,2.183367222136628,1.6861976676961472
XGBoost,1,6,2026-01-25,4,73,1.85730948948969,3.07859669974943,2.569393847165474
XGBoost,1,6,2026-01-25,5,32,3.657262047131857,4.122258652117054,6.563978620346761
XGBoost,2,1,2026-01-26,1,187,0.5347119771648006,1.041904717839741,0.6520498567508051
XGBoost,2,1,2026-01-26,2,183,1.052838421041631,2.057935777143787,1.0999029313578048
XGBoost,2,1,2026-01-26,3,189,0.9788584902593489,2.0773277057896737,1.0086704055334654
XGBoost,2,1,2026-01-26,4,191,1.215733466556143,2.270011437808366,1.4510751610706696
XGBoost,2,1,2026-01-26,5,125,2.276491628011068,3.452860546647987,5.313270189779632
XGBoost,2,1,2026-01-27,1,178,0.6150142798263035,0.9090787079176539,0.7846895345748708
XGBoost,2,1,2026-01-27,2,172,0.927225349485412,1.3242016571895707,0.9627120136192419
XGBoost,2,1,2026-01-27,3,183,0.9247241550021701,1.2926234569189219,0.9385820176334599
XGBoost,2,1,2026-01-27,4,195,1.140251324862836,1.7076933251356419,1.3764425894765038
XGBoost,2,1,2026-01-27,5,119,1.7075845520703399,2.3859780602149034,3.712628351319828
XGBoost,2,1,2026-01-28,1,199,0.2696471733463869,0.6282873060124871,0.3111879602741094
XGBoost,2,1,2026-01-28,2,195,0.36002225957365114,0.8182384916231331,0.37171190011897837
XGBoost,2,1,2026-01-28,3,199,0.2619415359880457,0.519168926860217,0.2639070125492947
XGBoost,2,1,2026-01-28,4,198,0.5226578204051145,1.064658938230636,0.6610739251023441
XGBoost,2,1,2026-01-28,5,118,1.3568805292276787,1.9660602560148484,2.792409481613921
XGBoost,2,1,2026-01-29,1,198,0.35935575954039084,0.8048763477677802,0.4111990032163768
XGBoost,2,1,2026-01-29,2,192,0.5514056285222372,1.6040392475226724,0.574211919817367
XGBoost,2,1,2026-01-29,3,200,0.5543458048502604,1.7279135555892826,0.5723620380991004
XGBoost,2,1,2026-01-29,4,195,0.7296415149656116,1.6766683831936677,0.8933677339498761
XGBoost,2,1,2026-01-29,5,124,1.6187233463410409,2.383413533254399,3.392578449588438
XGBoost,2,1,2026-01-30,1,221,0.10538573574336586,0.1720856979588964,0.12838479928701235
XGBoost,2,1,2026-01-30,2,216,0.27035162183973527,0.9925859913271406,0.2813345177443811
XGBoost,2,1,2026-01-30,3,218,0.1903319635887029,0.43690651641167466,0.19181341125302237
XGBoost,2,1,2026-01-30,4,194,0.8842916543267982,2.073976667409806,1.0805389680967765
XGBoost,2,1,2026-01-30,5,144,1.2331092239897927,1.8037681009188617,2.490330627188207
XGBoost,2,1,2026-01-31,1,225,0.32713040952329286,1.0431171985280254,0.38321493054214567
XGBoost,2,1,2026-01-31,2,225,0.6323809475368923,1.6699608010334734,0.6633819986227554
XGBoost,2,1,2026-01-31,3,231,0.6809971686909554,1.9660493863311481,0.7053859005879999
XGBoost,2,1,2026-01-31,4,219,0.8285369079527911,1.5804928265875902,1.0182115371174136
XGBoost,2,1,2026-01-31,5,144,1.2741798294915094,1.911013397647987,2.561385696032021
XGBoost,2,1,2026-02-01,1,202,0.70334793317436,2.099943342269804,0.8213397862456338
XGBoost,2,1,2026-02-01,2,210,0.34798058403862847,1.0050343070693166,0.361476172204624
XGBoost,2,1,2026-02-01,3,211,0.4150678203757529,0.9133535112962212,0.4207087770924927
XGBoost,2,1,2026-02-01,4,214,1.5961961241154656,3.2458187269825993,2.2539968897348697
XGBoost,2,1,2026-02-01,5,126,3.2574592704705676,4.480075931340745,6.254727524194021
XGBoost,2,3,2026-01-26,1,92,0.25664401399916503,0.4153239677106135,0.302910897206734
XGBoost,2,3,2026-01-26,2,85,0.48105069827410135,0.9710608908834995,0.49376902491630736
XGBoost,2,3,2026-01-26,3,95,0.831435487981428,1.2855443305028973,0.8440163443859576
XGBoost,2,3,2026-01-26,4,102,1.2072289036769497,2.174890751582203,1.4192983813468265
XGBoost,2,3,2026-01-26,5,72,2.2214467868883427,3.202883142236194,5.4780589232284544
XGBoost,2,3,2026-01-27,1,74,0.29872169150962485,0.39337125532305883,0.34175072621339453
XGBoost,2,3,2026-01-27,2,71,0.8145413824090375,1.2010814760767985,0.8342368397147314
XGBoost,2,3,2026-01-27,3,82,0.7181607068069582,0.9275253019461419,0.7245469103233856
XGBoost,2,3,2026-01-27,4,112,0.6989140144731633,0.9498912727649341,0.8457759418838976
XGBoost,2,3,2026-01-27,5,57,1.215916847392597,1.6874121953764105,2.450088456593675
XGBoost,2,3,2026-01-28,1,115,0.2715898670436104,0.5773719667588372,0.3101345402295461
XGBoost,2,3,2026-01-28,2,108,0.38064294979896074,0.5931748992295307,0.3894794600092738
XGBoost,2,3,2026-01-28,3,114,0.365661152622156,0.5958936059001007,0.36794275878161864
XGBoost,2,3,2026-01-28,4,109,0.38832580690840846,0.735866784458735,0.4833426722944825
XGBoost,2,3,2026-01-28,5,64,0.9811071025000682,1.3489701986608797,1.9664783460217503
XGBoost,2,3,2026-01-29,1,125,0.47800911458333334,0.8871991762098584,0.5416765491966626
XGBoost,2,3,2026-01-29,2,94,0.4672334819820757,0.9856421897032396,0.479173575189389
XGBoost,2,3,2026-01-29,3,121,0.5618417282735019,1.1072822215158695,0.5690476833005201
XGBoost,2,3,2026-01-29,4,103,0.8952071098319404,1.5739015107625263,1.0759875472683964
XGBoost,2,3,2026-01-29,5,64,0.9957075251473321,1.44147409072417,1.9022288390763376
XGBoost,2,3,2026-01-30,1,157,0.08463131040018328,0.12812837949678763,0.0963342379667159
XGBoost,2,3,2026-01-30,2,151,0.19537872247085392,0.44731464114552044,0.20174168175383023
XGBoost,2,3,2026-01-30,3,147,0.25931061206220773,0.5064646040858248,0.2609059113783848
XGBoost,2,3,2026-01-30,4,99,0.7106426323213878,1.3399984114258638,0.8111044945003445
XGBoost,2,3,2026-01-30,5,107,0.979835555148232,1.4119686205085031,1.797844023718752
XGBoost,2,3,2026-01-31,1,159,0.22377471337361732,0.43157823222657604,0.2616573213382319
XGBoost,2,3,2026-01-31,2,158,0.5386470664123163,1.1729281102240743,0.5579387475669784
XGBoost,2,3,2026-01-31,3,175,0.46200205000620054,0.9628700255520697,0.4701432011167798
XGBoost,2,3,2026-01-31,4,148,0.8956473305657342,1.4260183864335623,1.0719263976889344
XGBoost,2,3,2026-01-31,5,99,1.2916099043138634,1.7022460484323785,2.630149582484454
XGBoost,2,3,2026-02-01,1,105,0.4615707599296772,1.0906084280407038,0.5327087869162416
XGBoost,2,3,2026-02-01,2,128,0.235987424850464,0.5185747812278539,0.24196348367129691
XGBoost,2,3,2026-02-01,3,128,0.3344257473945619,0.7528997738325992,0.3381107330343815
XGBoost,2,3,2026-02-01,4,146,1.7002893367556375,3.3935736431607815,2.4667879670220727
XGBoost,2,3,2026-02-01,5,70,4.087798131710639,5.297801556486134,7.62315392369564
XGBoost,2,6,2026-01-26,1,112,0.291463920048305,0.4306830029638927,0.3321317486587434
XGBoost,2,6,2026-01-26,2,98,0.4135280323677324,0.7213378368677174,0.4215899393066757
XGBoost,2,6,2026-01-26,3,117,0.7263062972515285,1.0057483716765945,0.7347954912442118
XGBoost,2,6,2026-01-26,4,124,1.0198251232024165,1.5211337875268203,1.2127540069852452
XGBoost,2,6,2026-01-26,5,102,1.9040685308784702,2.7673014734670827,4.306663819181485
XGBoost,2,6,2026-01-27,1,83,0.29407384788176144,0.40078056310814764,0.33808977839548876
XGBoost,2,6,2026-01-27,2,88,0.6216838894468366,0.8030013517196087,0.6349744068303463
XGBoost,2,6,2026-01-27,3,99,0.582512004608257,0.7677297936600188,0.5873143691161525
XGBoost,2,6,2026-01-27,4,139,0.6271269953031714,0.8668802805187052,0.7681154243130943
XGBoost,2,6,2026-01-27,5,67,1.4354118726739837,1.8521750343762744,2.5405790391192715
XGBoost,2,6,2026-01-28,1,139,0.1982195786339678,0.3509855453029308,0.22383299967053918
XGBoost,2,6,2026-01-28,2,145,0.2921155907641882,0.44261119300872565,0.29910100871440215
XGBoost,2,6,2026-01-28,3,145,0.2862315912356322,0.48434143289115866,0.28763303617865776
XGBoost,2,6,2026-01-28,4,136,0.4139423449314758,0.7315828617843891,0.5303574668122428
XGBoost,2,6,2026-01-28,5,85,0.7837266922828151,1.0435690083307365,1.3942639705842468
XGBoost,2,6,2026-01-29,1,161,0.38738938220374863,0.6575560148170301,0.4373834395215997
XGBoost,2,6,2026-01-29,2,130,0.3762981942983774,0.6892248273695276,0.38522553991470687
XGBoost,2,6,2026-01-29,3,142,0.5175163101888786,0.8318016113243771,0.5222322741481586
XGBoost,2,6,2026-01-29,4,143,0.79058966944175,1.2547267298420988,0.9312814472024252
XGBoost,2,6,2026-01-29,5,92,0.9934975542691982,1.4363638532673881,1.8360974511553128
XGBoost,2,6,2026-01-30,1,199,0.09675409007112384,0.1408946259452024,0.10810817551630231
XGBoost,2,6,2026-01-30,2,195,0.18330760466746757,0.3374881040713136,0.18869619127020099
XGBoost,2,6,2026-01-30,3,192,0.25651566187540686,0.4347163874762842,0.2579280550670736
XGBoost,2,6,2026-01-30,4,139,0.7461289629185319,1.0765636056251973,0.8555591248789366
XGBoost,2,6,2026-01-30,5,135,1.08673659378282,1.4196604986525614,1.9097425228674452
XGBoost,2,6,2026-01-31,1,207,0.22539425786950573,0.40207827257692574,0.2596371351301425
XGBoost,2,6,2026-01-31,2,200,0.47363086304841245,0.7867938076008446,0.4876941409118261
XGBoost,2,6,2026-01-31,3,208,0.45593717037103165,0.7186321478309354,0.46207120120448353
XGBoost,2,6,2026-01-31,4,193,0.9488298871836996,1.471169387120719,1.1417518912122937
XGBoost,2,6,2026-01-31,5,122,1.2985669345079804,1.6791777764399458,2.613089483082037
XGBoost,2,6,2026-02-01,1,135,0.4442746951256271,0.9130428844178186,0.5061688681538321
XGBoost,2,6,2026-02-01,2,150,0.24668267483181391,0.41910044615751924,0.2524115615782577
XGBoost,2,6,2026-02-01,3,155,0.28367779475386423,0.5621124930602088,0.2859133056406982
XGBoost,2,6,2026-02-01,4,160,1.7758462111155189,3.335678295286303,2.5341829931533937
XGBoost,2,6,2026-02-01,5,87,4.293488801880664,5.08342411970151,8.46410969050699
XGBoost,3,1,2026-02-02,1,223,0.3525184722581074,1.299191659714387,0.4036437424231824
XGBoost,3,1,2026-02-02,2,218,0.41489556222151536,1.2090127688359782,0.43965717261122994
XGBoost,3,1,2026-02-02,3,212,0.1823348639146337,0.34219326654764004,0.1837284198941592
XGBoost,3,1,2026-02-02,4,226,0.7116096406559678,1.5368879271144282,0.9281455571182751
XGBoost,3,1,2026-02-02,5,137,1.9558781780852408,3.0765574399203373,4.085938347811926
XGBoost,3,1,2026-02-03,1,217,0.8913489369569653,2.784987377228662,1.0501463097963473
XGBoost,3,1,2026-02-03,2,203,0.5811004513394461,1.5286534433670769,0.612144366555959
XGBoost,3,1,2026-02-03,3,206,0.4866363006888085,1.3881008229274272,0.49868763293358154
XGBoost,3,1,2026-02-03,4,213,1.1147482349154971,1.9335136741074395,1.3538441336556128
XGBoost,3,1,2026-02-03,5,144,1.6593404522648563,2.336442321641275,3.2248823893001686
XGBoost,3,1,2026-02-04,1,221,0.5878793995484687,1.2206615723969934,0.6599002550270089
XGBoost,3,1,2026-02-04,2,220,0.5161105377505524,1.3079006185411912,0.5454308487660134
XGBoost,3,1,2026-02-04,3,213,0.15731216932126613,0.3847593360148666,0.1586146197993338
XGBoost,3,1,2026-02-04,4,224,0.6258855755366977,1.3526839531607984,0.7758253723219227
XGBoost,3,1,2026-02-04,5,131,1.482305250095047,2.338099378289373,3.4869896921902135
XGBoost,3,1,2026-02-05,1,234,0.7367985391209269,2.3701454537392666,0.864147185795982
XGBoost,3,1,2026-02-05,2,221,0.33085261786505465,0.8161975817664264,0.3421112079535562
XGBoost,3,1,2026-02-05,3,231,0.3303514070497103,0.9194658501680991,0.33557176284701024
XGBoost,3,1,2026-02-05,4,228,0.8793834385118986,1.6519485631868627,1.148981078219913
XGBoost,3,1,2026-02-05,5,141,1.5353363283606756,2.1499929015304424,3.1083186020619653
XGBoost,3,1,2026-02-06,1,223,0.18985630257781846,0.3307010163182986,0.2199546584915126
XGBoost,3,1,2026-02-06,2,214,0.23889399020471305,0.8995603323811768,0.2549040488172369
XGBoost,3,1,2026-02-06,3,212,0.2206750305943519,0.6736051564782878,0.2236135694855192
XGBoost,3,1,2026-02-06,4,226,0.47193426134077615,0.8879652578478228,0.6179882894953719
XGBoost,3,1,2026-02-06,5,140,1.2089276904151554,1.6490053059185172,2.5910621663716022
XGBoost,3,1,2026-02-07,1,226,0.2589647580037075,0.5185541376665083,0.29890147496963604
XGBoost,3,1,2026-02-07,2,214,0.4946612895834855,1.1933095292333233,0.5140458882573598
XGBoost,3,1,2026-02-07,3,230,0.39865033799323485,0.8628791691995825,0.4049029761120822
XGBoost,3,1,2026-02-07,4,218,0.7091351294250178,1.3246835159924153,0.8946634539733105
XGBoost,3,1,2026-02-07,5,140,1.5657117873903303,2.2383534837215264,3.3320144779057985
XGBoost,3,1,2026-02-08,1,219,0.2437389553772623,0.5897160483322553,0.2830269527504238
XGBoost,3,1,2026-02-08,2,226,0.36207186718605966,1.0508626008037578,0.37609333268327266
XGBoost,3,1,2026-02-08,3,230,0.6061440398727639,1.942667485471131,0.627311051216475
XGBoost,3,1,2026-02-08,4,235,0.9345328761612551,2.1431322463918514,1.0831584264924101
XGBoost,3,1,2026-02-08,5,148,1.148952020181192,1.663053766397963,2.2584539002537682
XGBoost,3,3,2026-02-02,1,152,0.3513469110455432,0.8676700176955597,0.3950902262801734
XGBoost,3,3,2026-02-02,2,143,0.4340863409390628,0.8213053576241326,0.45187238319177747
XGBoost,3,3,2026-02-02,3,133,0.2942335659399965,0.4780349762893497,0.29700641600719296
XGBoost,3,3,2026-02-02,4,158,0.7939630965363851,1.438852617409611,1.0220604545076115
XGBoost,3,3,2026-02-02,5,88,2.028383235738735,2.8666951527476314,3.9962340041935316
XGBoost,3,3,2026-02-03,1,155,0.7621080268668446,1.6016191858667517,0.866461469992918
XGBoost,3,3,2026-02-03,2,138,0.4499197758722228,0.7556724511652504,0.466258141244746
XGBoost,3,3,2026-02-03,3,120,0.3505564795600045,0.584990642461747,0.3534193663280493
XGBoost,3,3,2026-02-03,4,148,0.9581464332145265,1.3699470045741908,1.1224056869945236
XGBoost,3,3,2026-02-03,5,111,1.5327532109237336,2.0112583073694856,2.979166049589068
XGBoost,3,3,2026-02-04,1,151,0.625429601157036,1.100630292716144,0.6903524634835985
XGBoost,3,3,2026-02-04,2,159,0.5212436643147729,1.0045527618087693,0.5518606102866428
XGBoost,3,3,2026-02-04,3,134,0.11569285985842273,0.20386807478753805,0.11657972920490008
XGBoost,3,3,2026-02-04,4,162,0.4707284699742197,0.7989466409471045,0.5836322195157508
XGBoost,3,3,2026-02-04,5,79,1.2824449642018652,2.136593461883498,3.3078166540497556
XGBoost,3,3,2026-02-05,1,189,0.8373218718029205,1.6461953329535866,0.9553221405608371
XGBoost,3,3,2026-02-05,2,156,0.3439115214551615,0.6102334044538461,0.35284983803805464
XGBoost,3,3,2026-02-05,3,173,0.4448379193197555,0.8428964685961913,0.4494314543396056
XGBoost,3,3,2026-02-05,4,173,0.8192709234944502,1.2925452086497624,1.021587725666317
XGBoost,3,3,2026-02-05,5,109,1.2866024000483471,1.804890037317931,2.6659068489396716
XGBoost,3,3,2026-02-06,1,148,0.26518673080581806,0.5419938600921415,0.30177018470987277
XGBoost,3,3,2026-02-06,2,139,0.2665002763414271,0.5816853086214728,0.2802076228191458
XGBoost,3,3,2026-02-06,3,138,0.2582724935190689,0.48802167885587056,0.2598454095833587
XGBoost,3,3,2026-02-06,4,152,0.3408274371721591,0.5539709168298644,0.4202080948874072
XGBoost,3,3,2026-02-06,5,86,0.7651383615998131,1.1201355390245797,1.4268987190048075
XGBoost,3,3,2026-02-07,1,163,0.19517925083027782,0.35608048684625004,0.21956808761735683
XGBoost,3,3,2026-02-07,2,150,0.4615724012586806,1.091261156186155,0.4785632963753968
XGBoost,3,3,2026-02-07,3,182,0.48958517780234073,1.116710338911464,0.4981820870209291
XGBoost,3,3,2026-02-07,4,160,0.875489766509445,1.4944243129993424,1.0405977148554082
XGBoost,3,3,2026-02-07,5,99,1.5560268940124626,2.2822282230091377,3.7313810874911364
XGBoost,3,3,2026-02-08,1,146,0.1501850145592537,0.21216255832317396,0.17472729580403096
XGBoost,3,3,2026-02-08,2,162,0.33061222971221554,0.5929184581521212,0.34089788695702267
XGBoost,3,3,2026-02-08,3,174,0.41055460085814016,0.9315617721102882,0.4160737041376251
XGBoost,3,3,2026-02-08,4,182,0.7873820295943253,1.2931590091714205,0.8885841680623615
XGBoost,3,3,2026-02-08,5,115,0.8716176080626945,1.1655758792364321,1.5900312278867488
XGBoost,3,6,2026-02-02,1,208,0.3019805529178722,0.6260164154053407,0.3350782387035677
XGBoost,3,6,2026-02-02,2,177,0.3895300623112875,0.5948850682777433,0.40143529131699146
XGBoost,3,6,2026-02-02,3,184,0.25262875487838965,0.36036787310703844,0.2543253758131655
XGBoost,3,6,2026-02-02,4,207,0.683312442115433,1.3201552984922853,0.8673266111131754
XGBoost,3,6,2026-02-02,5,118,1.387464658613857,2.026686436836327,2.658297642184334
XGBoost,3,6,2026-02-03,1,205,0.6135044860839851,1.0479740787991485,0.6914605162472008
XGBoost,3,6,2026-02-03,2,164,0.41275725636055804,0.5773130617416978,0.4263702023164108
XGBoost,3,6,2026-02-03,3,175,0.2927086275292455,0.4318892777658015,0.294892007472967
XGBoost,3,6,2026-02-03,4,191,0.7372852129415637,1.0536362042636342,0.857088018067418
XGBoost,3,6,2026-02-03,5,134,1.316359899846674,1.6451234351176633,2.5902160517519115
XGBoost,3,6,2026-02-04,1,195,0.4553469505201379,0.8057924564199012,0.5008195259479468
XGBoost,3,6,2026-02-04,2,188,0.43626022248685165,0.7357582430085636,0.4592323708268061
XGBoost,3,6,2026-02-04,3,173,0.1298294508388277,0.25999798247575157,0.1306175753892493
XGBoost,3,6,2026-02-04,4,196,0.3989874288338378,0.6605394911758781,0.4964110704636393
XGBoost,3,6,2026-02-04,5,93,1.4201386439947434,2.3016986468660283,3.3336798429944796
XGBoost,3,6,2026-02-05,1,229,0.7591994361932968,1.208999607979235,0.8608337839489196
XGBoost,3,6,2026-02-05,2,202,0.30280625245752096,0.5608630385804768,0.3111588838528297
XGBoost,3,6,2026-02-05,3,226,0.4467635163163717,0.7582400132051798,0.45069824389400936
XGBoost,3,6,2026-02-05,4,205,0.732435717905763,0.997850141504673,0.8761290669653592
XGBoost,3,6,2026-02-05,5,128,1.2489038374688899,1.5228671529856916,2.500507616684685
XGBoost,3,6,2026-02-06,1,195,0.22968847160665395,0.5230524678322566,0.2621905227314057
XGBoost,3,6,2026-02-06,2,183,0.22041512299973656,0.3883355956694737,0.2294352017062056
XGBoost,3,6,2026-02-06,3,176,0.22469869671445872,0.36031566720082897,0.22562204051514287
XGBoost,3,6,2026-02-06,4,201,0.27718450202892697,0.4700533845376578,0.34025160785043257
XGBoost,3,6,2026-02-06,5,121,0.8214715103509049,1.0373919817471289,1.581036460411869
XGBoost,3,6,2026-02-07,1,211,0.2883946266596163,0.4720612096416771,0.32247015739226625
XGBoost,3,6,2026-02-07,2,183,0.5022415717008551,0.9851951947538152,0.5188058248071632
XGBoost,3,6,2026-02-07,3,224,0.6229815339285233,1.0749958819952543,0.633631805638163
XGBoost,3,6,2026-02-07,4,207,0.756356152056539,1.1538117835378523,0.8704711299151596
XGBoost,3,6,2026-02-07,5,126,1.2443123231559274,1.7393753007048525,2.760166292749736
XGBoost,3,6,2026-02-08,1,162,0.20897540339717158,0.25315896504538427,0.2394307715928005
XGBoost,3,6,2026-02-08,2,176,0.2663815122662167,0.3524745177505768,0.27373629995753745
XGBoost,3,6,2026-02-08,3,175,0.4954684738885789,1.0272153088339224,0.502997993633623
XGBoost,3,6,2026-02-08,4,177,0.6628699041455579,1.0463037904221102,0.7691780626949729
XGBoost,3,6,2026-02-08,5,118,1.0468039036695114,1.3501791352302437,1.956367468951668
XGBoost,4,1,2026-02-09,1,228,0.5305492445739389,1.6254208199825229,0.6190327612594159
XGBoost,4,1,2026-02-09,2,221,0.2390439708128594,0.6041782066140287,0.2482738835600827
XGBoost,4,1,2026-02-09,3,236,0.24302271395753333,0.6253300090622771,0.2455283491206132
XGBoost,4,1,2026-02-09,4,237,0.6039844858104277,0.9951617658149986,0.7400365394385032
XGBoost,4,1,2026-02-09,5,153,1.2958497024569378,1.8152174032994572,2.9066762973425444
XGBoost,4,1,2026-02-10,1,175,0.17239862351190474,0.30783062188608873,0.2005768844231924
XGBoost,4,1,2026-02-10,2,175,0.2866704305013021,1.3029473100253597,0.3024524104511323
XGBoost,4,1,2026-02-10,3,181,0.2391545697909473,0.41185268315623463,0.2410394280025501
XGBoost,4,1,2026-02-10,4,170,0.693776844997032,1.0810305823753363,0.8733741278271541
XGBoost,4,1,2026-02-10,5,117,1.4049816982924999,1.7606185995462678,2.937957564302789
XGBoost,4,1,2026-02-11,1,147,0.21185934192199013,0.6341802397014844,0.24809593651130504
XGBoost,4,1,2026-02-11,2,160,0.2077199618021647,0.5119373229742583,0.21284171106073702
XGBoost,4,1,2026-02-11,3,147,0.18388890895713755,0.43099886652892155,0.18564754592637808
XGBoost,4,1,2026-02-11,4,151,0.7146314125538223,1.381674907052941,0.9507379351766762
XGBoost,4,1,2026-02-11,5,93,1.9334356018576855,2.709843512067046,4.250007239710378
XGBoost,4,1,2026-02-12,1,164,0.7419896242095203,1.8408191749416978,0.9208780941981003
XGBoost,4,1,2026-02-12,2,157,0.5752757370092307,1.296201333105703,0.5940284852353036
XGBoost,4,1,2026-02-12,3,156,0.7275464636647804,1.310279626772365,0.7383374496046198
XGBoost,4,1,2026-02-12,4,155,1.1239143809110033,1.8258267219216495,1.4606169366090858
XGBoost,4,1,2026-02-12,5,101,2.5471256998899356,3.6670940562508902,6.295664679485749
XGBoost,4,1,2026-02-13,1,192,1.0974314610163372,3.792509830083789,1.4829698716927293
XGBoost,4,1,2026-02-13,2,179,1.4678143123008685,4.951616454196598,1.6443324410398994
XGBoost,4,1,2026-02-13,3,176,2.0432128617257783,6.262579482346047,2.2942240340777875
XGBoost,4,1,2026-02-13,4,175,2.2057938348679316,5.6802124457304,2.619128882847364
XGBoost,4,1,2026-02-13,5,116,2.0973439709893587,3.088184469448552,3.914314743849124
XGBoost,4,1,2026-02-14,1,240,1.2236204783121745,2.6253782218620287,1.5011114196706319
XGBoost,4,1,2026-02-14,2,244,1.0010382542844678,1.814837791540805,1.044538568217578
XGBoost,4,1,2026-02-14,3,250,1.1228260701497395,1.95469082636406,1.1483405039004035
XGBoost,4,1,2026-02-14,4,241,1.3356210630354435,2.103832043073056,1.5744924189792804
XGBoost,4,1,2026-02-14,5,157,2.0065009109702245,2.8389809560369024,3.844464806451907
XGBoost,4,1,2026-02-15,1,230,0.4383997157000114,1.1400857356367753,0.5128718978842057
XGBoost,4,1,2026-02-15,2,227,0.9556742372666861,2.507663398466438,1.020378150918997
XGBoost,4,1,2026-02-15,3,231,1.350357738236156,3.0930979319029444,1.4472947092981538
XGBoost,4,1,2026-02-15,4,226,1.8156071703225343,3.351295538691052,2.31157996475129
XGBoost,4,1,2026-02-15,5,149,2.1758794763210902,3.189380210567163,4.156913537935457
XGBoost,4,3,2026-02-09,1,172,0.4923582964165265,1.3313946324205956,0.5629959849704658
XGBoost,4,3,2026-02-09,2,155,0.28860526136172726,0.5260634515408823,0.2968982377794926
XGBoost,4,3,2026-02-09,3,189,0.22263899976404047,0.4061056973201233,0.22398368172788358
XGBoost,4,3,2026-02-09,4,185,0.612790472204382,0.9254779947275358,0.7329083665481769
XGBoost,4,3,2026-02-09,5,123,0.9757207694164212,1.4964970284475982,2.124369782717691
XGBoost,4,3,2026-02-10,1,106,0.1075129598941443,0.1660999332906141,0.12476195253051968
XGBoost,4,3,2026-02-10,2,101,0.30839029947916674,0.759033952601649,0.3189717775337487
XGBoost,4,3,2026-02-10,3,105,0.2755567762586805,0.44685278223779484,0.27708891023792376
XGBoost,4,3,2026-02-10,4,93,0.6293507541427101,0.9402234591599241,0.7486781544291697
XGBoost,4,3,2026-02-10,5,69,3.885638168916483,8.001431703383696,9.07344980416196
XGBoost,4,3,2026-02-11,1,78,0.1730985886011367,0.3802534728422267,0.2014389105496035
XGBoost,4,3,2026-02-11,2,89,0.1873166659351592,0.3802659491846381,0.19127867480683872
XGBoost,4,3,2026-02-11,3,79,0.06137867215313489,0.08317826171498267,0.06174165003137744
